OBJECTID,id,language_,rights,rightsHolder,institutionID,datasetID,institutionCode,collectionCode,datasetName,basisOfRecord,dynamicProperties,catalogNumber,sex,lifeStage,samplingProtocol,year_,month_,day_,waterBody,country,decimalLatitude,decimalLongitude,scientificNameID,scientificName,kingdom,phylum,class,order_,family,genus,specificEpithet,scientificNameAuthorship,vernacularName
1221,SharkSurvey2007_112761,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=178cm,SharkSurvey2007_112761,female,NA,Longline fishing gear,2007,6,11,Northwest Atlantic,Canada,44.12,-58.41,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1222,SharkSurvey2007_112762,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=169cm,SharkSurvey2007_112762,female,NA,Longline fishing gear,2007,6,11,Northwest Atlantic,Canada,44.12,-58.41,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1223,SharkSurvey2007_112763,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=167cm,SharkSurvey2007_112763,female,NA,Longline fishing gear,2007,6,11,Northwest Atlantic,Canada,44.12,-58.41,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1224,SharkSurvey2007_112764,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=158cm,SharkSurvey2007_112764,male,NA,Longline fishing gear,2007,6,11,Northwest Atlantic,Canada,44.12,-58.41,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1225,SharkSurvey2007_112765,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=150cm,SharkSurvey2007_112765,undetermined,NA,Longline fishing gear,2007,6,10,Northwest Atlantic,Canada,44.21,-57.38,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1226,SharkSurvey2007_112766,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=168cm,SharkSurvey2007_112766,female,NA,Longline fishing gear,2007,6,10,Northwest Atlantic,Canada,44.21,-57.38,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1227,SharkSurvey2007_112767,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=190cm,SharkSurvey2007_112767,male,NA,Longline fishing gear,2007,6,10,Northwest Atlantic,Canada,44.21,-57.38,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1228,SharkSurvey2007_112768,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=150cm,SharkSurvey2007_112768,female,NA,Longline fishing gear,2007,6,10,Northwest Atlantic,Canada,44.21,-57.38,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1229,SharkSurvey2007_112769,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=174.5cm,SharkSurvey2007_112769,female,NA,Longline fishing gear,2007,6,10,Northwest Atlantic,Canada,44.21,-57.38,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1230,SharkSurvey2007_112770,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=207cm,SharkSurvey2007_112770,male,NA,Longline fishing gear,2007,6,10,Northwest Atlantic,Canada,44.21,-57.38,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1231,SharkSurvey2007_112771,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=167cm,SharkSurvey2007_112771,female,NA,Longline fishing gear,2007,6,10,Northwest Atlantic,Canada,44.21,-57.38,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1232,SharkSurvey2007_112772,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=179cm,SharkSurvey2007_112772,male,NA,Longline fishing gear,2007,6,10,Northwest Atlantic,Canada,44.21,-57.38,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1233,SharkSurvey2007_112773,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=173cm,SharkSurvey2007_112773,female,NA,Longline fishing gear,2007,6,10,Northwest Atlantic,Canada,44.21,-57.38,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1234,SharkSurvey2007_112774,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=213cm,SharkSurvey2007_112774,male,NA,Longline fishing gear,2007,6,10,Northwest Atlantic,Canada,44.21,-57.38,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1235,SharkSurvey2007_112775,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=183cm,SharkSurvey2007_112775,male,NA,Longline fishing gear,2007,6,10,Northwest Atlantic,Canada,44.21,-57.38,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1236,SharkSurvey2007_112776,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=201cm,SharkSurvey2007_112776,male,NA,Longline fishing gear,2007,6,10,Northwest Atlantic,Canada,44.21,-57.38,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1237,SharkSurvey2007_112777,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=174.5cm,SharkSurvey2007_112777,male,NA,Longline fishing gear,2007,6,10,Northwest Atlantic,Canada,44.21,-57.38,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1238,SharkSurvey2007_112778,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=184cm,SharkSurvey2007_112778,male,NA,Longline fishing gear,2007,6,10,Northwest Atlantic,Canada,44.21,-57.38,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1239,SharkSurvey2007_112779,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=176cm,SharkSurvey2007_112779,male,NA,Longline fishing gear,2007,6,10,Northwest Atlantic,Canada,44.21,-57.38,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1240,SharkSurvey2007_112780,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=199cm,SharkSurvey2007_112780,male,NA,Longline fishing gear,2007,6,10,Northwest Atlantic,Canada,44.21,-57.38,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1241,SharkSurvey2007_112781,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=135cm,SharkSurvey2007_112781,female,NA,Longline fishing gear,2007,6,19,Northwest Atlantic,Canada,45.95,-58.52,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1242,SharkSurvey2007_112782,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=211cm,SharkSurvey2007_112782,male,NA,Longline fishing gear,2007,6,19,Northwest Atlantic,Canada,45.95,-58.52,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1243,SharkSurvey2007_112783,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=195cm,SharkSurvey2007_112783,male,NA,Longline fishing gear,2007,6,19,Northwest Atlantic,Canada,46.35,-59.21,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1244,SharkSurvey2007_112784,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=208cm,SharkSurvey2007_112784,male,NA,Longline fishing gear,2007,6,19,Northwest Atlantic,Canada,46.35,-59.21,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1245,SharkSurvey2007_112785,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=191.5cm,SharkSurvey2007_112785,male,NA,Longline fishing gear,2007,6,19,Northwest Atlantic,Canada,46.35,-59.21,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1246,SharkSurvey2007_112786,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=157cm,SharkSurvey2007_112786,male,NA,Longline fishing gear,2007,6,19,Northwest Atlantic,Canada,46.35,-59.21,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1247,SharkSurvey2007_112787,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=222cm,SharkSurvey2007_112787,male,NA,Longline fishing gear,2007,6,19,Northwest Atlantic,Canada,46.35,-59.21,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1248,SharkSurvey2007_112789,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=167cm,SharkSurvey2007_112789,male,NA,Longline fishing gear,2007,7,8,Northwest Atlantic,Canada,46.76,-57.36,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1249,SharkSurvey2007_112790,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=193cm,SharkSurvey2007_112790,female,NA,Longline fishing gear,2007,7,8,Northwest Atlantic,Canada,46.76,-57.36,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1250,SharkSurvey2007_112791,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=50Kg;ForklengthCurved=174cm,SharkSurvey2007_112791,female,NA,Longline fishing gear,2007,6,18,Northwest Atlantic,Canada,45.35,-56.58,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1251,SharkSurvey2007_112792,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=184cm,SharkSurvey2007_112792,male,NA,Longline fishing gear,2007,6,11,Northwest Atlantic,Canada,44.65,-55.67,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1252,SharkSurvey2007_112793,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=180cm,SharkSurvey2007_112793,male,NA,Longline fishing gear,2007,6,11,Northwest Atlantic,Canada,44.65,-55.67,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1253,SharkSurvey2007_112794,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=179.5cm,SharkSurvey2007_112794,male,NA,Longline fishing gear,2007,6,11,Northwest Atlantic,Canada,44.65,-55.67,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1254,SharkSurvey2007_112795,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=164cm,SharkSurvey2007_112795,female,NA,Longline fishing gear,2007,6,11,Northwest Atlantic,Canada,44.65,-55.67,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1255,SharkSurvey2007_112796,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=155cm,SharkSurvey2007_112796,female,NA,Longline fishing gear,2007,6,11,Northwest Atlantic,Canada,44.65,-55.67,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1256,SharkSurvey2007_112797,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=142cm,SharkSurvey2007_112797,female,NA,Longline fishing gear,2007,6,11,Northwest Atlantic,Canada,44.65,-55.67,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1257,SharkSurvey2007_112798,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=174cm,SharkSurvey2007_112798,male,NA,Longline fishing gear,2007,6,11,Northwest Atlantic,Canada,44.65,-55.67,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1258,SharkSurvey2007_112799,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=179cm,SharkSurvey2007_112799,female,NA,Longline fishing gear,2007,6,11,Northwest Atlantic,Canada,44.65,-55.67,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1259,SharkSurvey2007_112801,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=200cm,SharkSurvey2007_112801,male,NA,Longline fishing gear,2007,6,11,Northwest Atlantic,Canada,44.65,-55.67,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1260,SharkSurvey2007_112802,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=198cm,SharkSurvey2007_112802,female,NA,Longline fishing gear,2007,6,11,Northwest Atlantic,Canada,44.65,-55.67,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1261,SharkSurvey2007_112803,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=187cm,SharkSurvey2007_112803,male,NA,Longline fishing gear,2007,6,11,Northwest Atlantic,Canada,44.65,-55.67,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
1262,SharkSurvey2007_112804,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2007,Porbeagle shark surveys of Atlantic Canada,Human observation,ForklengthCurved=189cm,SharkSurvey2007_112804,female,NA,Longline fishing gear,2007,6,11,Northwest Atlantic,Canada,44.84,-55.14,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
